Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Ginger Scallion Noodles,Gelfenbien,Dinner,"Wheat, Soybeans, Sesame","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-07,268,4 OZ,4.9g,47.9g,0.6g,1.2g,0g,2.1g,0mg,0.8g,305.8mg,10.1g,44.4mg,1.5mg,0mcg,36.8mg
Asian BBQ Pork,Gelfenbien,Dinner,"Wheat, Soybeans, Sesame",[],2023-02-07,390,4 OZ,29.3g,4.6g,10.3g,0.1g,0g,3.1g,102.6mg,1.8g,517.2mg,28.5g,9.3mg,1.8mg,0mcg,12.1mg
Grilled Five Spice Chicken,Gelfenbien,Dinner,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-07,231,1 EACH,7.3g,2.5g,1.6g,0g,0g,1.9g,164.1mg,1.8g,367.2mg,34.7g,32.3mg,2.5mg,0mcg,8.4mg
Grilled Beef & Onion Panini,Gelfenbien,Dinner,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-07,363,1/8 LOAF,17.5g,32.4g,2.1g,0.8g,0g,2.2g,30.4mg,1g,645.7mg,17.9g,9mg,2.7mg,0mcg,84.4mg
Mandarin Basmati Rice,Gelfenbien,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,113,4 OZ,0.1g,25g,0g,1g,0g,4g,0mg,1.1g,158.9mg,2.8g,7.3mg,0.3mg,0mcg,11.1mg
Mini Vegetable Egg Rolls,Gelfenbien,Dinner,"Eggs, Wheat, Soybeans, Sesame",['Vegetarian'],2023-02-07,150,4 EACH,5.4g,21.4g,1.1g,0g,0g,2.1g,5.4mg,1.1g,588.8mg,4.3g,27.8mg,1.5mg,0mcg,128.5mg
Spring Vegetable Medley,Gelfenbien,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,74,4 OZ,5.2g,5.3g,0.7g,2.2g,0g,3.3g,0mg,0g,124.7mg,2.6g,27.1mg,1mg,0mcg,269.3mg
California Veggie Burger (No Bun),Gelfenbien,Dinner,"Soybeans, Gluten","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-07,170,1 EACH,6g,21g,0g,5g,0g,2g,0mg,0g,310mg,7g,60mg,2.7mg,mcg,mg
Twisted Egg Sandwich,Gelfenbien,Breakfast,"Milk, Eggs, Wheat",[],2023-02-08,519,1 EACH,20.2g,58.8g,9.7g,2g,0g,6.5g,248.9mg,0.2g,901mg,23.9g,203.8mg,1.1mg,0mcg,56.8mg
Apple Turnover,Gelfenbien,Breakfast,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,220,1 EACH,13g,24g,6.5g,0.5g,0g,10.2g,0mg,0g,105.1mg,2g,10mg,0.5mg,0mcg,0mg
Mideastern Lentil Burgers,Gelfenbien,Lunch,"Milk, Eggs, Wheat","['Less Sodium', 'Smart Check', 'Vegetarian']",2023-02-08,254,1 EACH,4.7g,35.7g,0.8g,15.5g,0g,2.5g,22.1mg,0.1g,329.7mg,14.9g,55.8mg,4.2mg,0.4mcg,76.5mg
Baked Chicken Fillet Sandwich,Gelfenbien,Lunch,"Wheat, Soybeans",[],2023-02-08,367,1 EACH,14.4g,36.4g,2.1g,2g,0g,3g,46.3mg,0g,817.1mg,22.5g,60.6mg,1.8mg,0mcg,mg
Cowboy Sausage & Sweet Molasses Taters,Gelfenbien,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-02-08,204,4 oz,11.6g,19.5g,4.1g,2.1g,0g,8g,26.7mg,4.5g,334.7mg,5g,32.7mg,1.1mg,0mcg,316.9mg
El Nacho Grande,Gelfenbien,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium']",2023-02-08,334,4 OZ,21.4g,16.6g,10.5g,0.3g,0.1g,1.6g,53mg,0g,456.7mg,16.2g,427.2mg,0.6mg,0mcg,113.1mg
Fried Chicken Fillet Sandwich,Gelfenbien,Lunch,"Wheat, Soybeans, Gluten",[],2023-02-08,452,1 EACH,24.3g,36.4g,2.8g,2g,0g,3g,46.3mg,0g,817.1mg,22.5g,60.6mg,1.8mg,0mcg,mg
Grilled Havarti Tomato,Gelfenbien,Lunch,"Milk, Wheat, Soybeans",['Vegetarian'],2023-02-08,281,1/2 EACH,16.8g,23.2g,7.8g,1g,0g,3.5g,31.4mg,0g,503.6mg,10.4g,112.2mg,1.7mg,0mcg,227.6mg
Brown Rice,Gelfenbien,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,96,3 OZ,0.8g,20.3g,0g,1.1g,0g,0g,0mg,0g,2.4mg,2.3g,1.8mg,0.2mg,0mcg,0mg
Spanish Rice,Gelfenbien,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium']",2023-02-08,125,4 OZ,0g,27.4g,0g,0.2g,0g,2.6g,0mg,1.2g,210.4mg,2.7g,28.9mg,1.3mg,0mcg,108.4mg
Tennessee Cheese Puffs,Gelfenbien,Lunch,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-08,270,2 EACH,20g,13.8g,7.8g,0.6g,0g,1.1g,106.3mg,0.6g,488mg,8.8g,143.9mg,0.9mg,0mcg,19.7mg
Halal Chicken Pot Pie,Gelfenbien,Lunch,"Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-08,349,1/24 PANS,18.9g,25.9g,5g,1.7g,2.1g,2.6g,53.9mg,0g,605.2mg,17.8g,20.3mg,1.7mg,0.1mcg,137.9mg
Strawberry  Blondie,Gelfenbien,Lunch,"Milk, Eggs, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-08,240,1/35 HFSHT,11.1g,32.6g,6.7g,0.4g,0g,20.8g,53.7mg,19.6g,22mg,2.5g,11.5mg,0.9mg,0.2mcg,35.1mg
Sugar Cookies,Gelfenbien,Lunch,"Milk, Eggs, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-08,329,2 EACH,14.4g,47.2g,8.2g,0g,0g,26.7g,30.8mg,0g,287.6mg,4.1g,0mg,1.5mg,mcg,71.9mg
Grilled Tuna Steak w/ Sriracha Aioli,Gelfenbien,Dinner,"Fish, Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-08,131,1 EACH,3.9g,1.2g,0.4g,0g,0g,1.1g,35mg,0g,212.2mg,21.1g,3.9mg,0.7mg,1.4mcg,372.4mg
Mongolian Beef,Gelfenbien,Dinner,"Wheat, Soybeans, Sesame",['Less Sodium'],2023-02-08,211,5 OZ,9.1g,8.3g,3g,0g,0g,4.9g,62.8mg,2.8g,496.8mg,23.2g,30mg,2.3mg,0mcg,381.2mg
Crispy Orange Ginger Tofu,Gelfenbien,Dinner,"Wheat, Soybeans, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,260,4 OZ,17.2g,15.6g,1.4g,0g,0g,6.9g,0mg,0g,94.4mg,10.7g,100.5mg,2.2mg,0mcg,154.1mg
Kale And Spinach Dumpling,Gelfenbien,Dinner,"Wheat, Soybeans, Sesame","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,124,3 EACH,3.8g,18.8g,0.3g,1g,0g,2g,0mg,0g,289.2mg,3.6g,30.4mg,0.7mg,0mcg,mg
Roasted Potatoes w/ Rosemary,Gelfenbien,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,119,4 OZ,4.7g,20g,0.9g,2.3g,0g,2.3g,0mg,0g,84.5mg,3.1g,18.7mg,0.9mg,0mcg,552.1mg
Sauteed Baby Bok Choy,Gelfenbien,Dinner,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,39,4 OZ,1.7g,4.8g,0.2g,2g,0g,2.6g,0mg,0.5g,172.7mg,2.2g,150.5mg,1.2mg,0mcg,1.5mg
Chicken Stir Fry,Gelfenbien,Dinner,"Soybeans, Gluten","['Less Sodium', 'Smart Check']",2023-02-08,155,6 OZ,4.7g,6.9g,0.4g,0.9g,0g,3.7g,60mg,0.3g,367.3mg,20.5g,11.8mg,0.8mg,0mcg,453.4mg
Egg Drop Soup,Gelfenbien,Dinner,"Eggs, Soybeans",['Gluten Friendly'],2023-02-08,47,6 OZL,3.9g,0.3g,0.4g,0g,0g,0g,66.4mg,0g,1365.8mg,4.2g,10.7mg,0.2mg,0mcg,0.1mg
Fried Rice,Gelfenbien,Dinner,"Eggs, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-08,274,4 OZ,8g,32.6g,2.7g,0.3g,0g,1.3g,302.2mg,0g,782mg,15.4g,81mg,4.1mg,1.8mcg,237.4mg
Vegetable Stir Fry,Gelfenbien,Dinner,"Soybeans, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,71,8 oz,1.6g,13.5g,0.2g,2.3g,0g,7.6g,0mg,0g,92.8mg,2.4g,38.9mg,0.7mg,0mcg,524.1mg
Halal Teriyaki Chicken,Gelfenbien,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-08,179,4 OZ,3.5g,12.5g,0g,0g,0g,12.2g,65.2mg,10.3g,174mg,26.4g,3mg,0.8mg,0mcg,20mg
Toasted Sesame Rice,Gelfenbien,Dinner,Sesame,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,176,4 OZ,2.3g,35g,0.3g,0g,0g,0g,0mg,0g,25.2mg,3g,3.5mg,0mg,0mcg,0.4mg
Chocolate Whoopie Pies,Gelfenbien,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-08,344,1 EACH,12g,55.5g,3.6g,1.3g,2.2g,38.2g,21.6mg,15.2g,490.7mg,3.6g,23.2mg,2.2mg,0mcg,111mg
Country Style Hash Browns,Gelfenbien,Breakfast,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,154,4 OZ,5.6g,23.4g,0.4g,3g,0g,0g,0mg,0g,213.9mg,1.5g,0.9mg,0.5mg,0mcg,351.7mg
Onion Rings,Gelfenbien,Lunch,"Eggs, Wheat, Soybeans, Gluten",['Vegetarian'],2023-02-09,488,4 OZ,30.9g,47.3g,5.3g,0g,0g,0g,0mg,0g,721mg,7.5g,0mg,0mg,0mcg,mg
Turkey Rice Soup,Gelfenbien,Lunch,Soybeans,['Gluten Friendly'],2023-02-09,60,6 OZL,0.7g,7.7g,0g,0.4g,0g,0.9g,10.3mg,0.1g,814.8mg,5.3g,29.1mg,1.1mg,0mcg,100.5mg
Lentil & Mushroom Shepherd's Pie,Gelfenbien,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,373,8 OZ,3.5g,62.6g,0.8g,22.6g,0g,3.6g,0mg,0g,129.2mg,20.5g,87.4mg,6.5mg,0.2mcg,538.9mg
Cheese Lasagna,Gelfenbien,Lunch,"Milk, Eggs, Wheat",['Vegetarian'],2023-02-11,487,1/28 PAN,27.1g,34.5g,13.7g,2g,0g,11.1g,104.5mg,0g,872.8mg,30g,745.6mg,1.3mg,0.1mcg,10.7mg
Plain Omelet,Gelfenbien,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,187,4 OZL,12g,0g,4g,0g,0g,0g,453.3mg,0g,173.3mg,16g,69.3mg,2.9mg,2.7mcg,173.3mg
Risotto Stuffed Tomatoes,Gelfenbien,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,162,1 EACH,4g,26.6g,2.5g,0.8g,0g,3.6g,11.4mg,0g,345.4mg,5.9g,101.8mg,0.7mg,0mcg,334.9mg
Vegan Cutlet,Gelfenbien,Lunch,"Wheat, Soybeans","['Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,205,1 EACH,7.3g,27g,1g,0g,0g,6.5g,0mg,2g,560mg,10g,50mg,1.7mg,0mcg,370mg
Baked Tilapia,Gelfenbien,Dinner,"Fish, Soybeans","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,214,4 oz,11.8g,0.6g,3.8g,0g,0g,0.2g,63mg,0g,153.3mg,25.3g,28.2mg,1mg,0mcg,390.6mg
Vegan Egg Sausage and Cheese Bagel,Gelfenbien,Dinner,"Wheat, Soybeans, Sesame, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2023-02-15,542,1 EACH,17.5g,70.5g,7g,2g,0g,6.1g,0mg,6.1g,1283.6mg,23.1g,79.2mg,5mg,0mcg,369.8mg
Peach Crunch Cake,Gelfenbien,Breakfast,"Milk, Eggs, Wheat, Soybeans, Gluten, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,473,1/35 HFSHT,27.6g,49.8g,6.7g,0.7g,0g,34.1g,53.3mg,26.9g,187mg,5.3g,70.8mg,0.5mg,0.2mcg,140.1mg
Grilled Portabella Burger,Gelfenbien,Lunch,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2/16/2023,214,1/2 EACH,9g,28.5g,0.8g,4.6g,0g,2.2g,1mg,0g,346.2mg,7.1g,89.6mg,2.8mg,0mcg,294.7mg
Baked Chicken Nuggets,Gelfenbien,Lunch,Wheat,[],2/16/2023,237,6 EACH,11.9g,16.6g,2.4g,1.2g,0g,0g,41.5mg,0g,616.3mg,16.6g,23.7mg,0.9mg,0mcg,mg
Fried Chicken Nuggets,Gelfenbien,Lunch,"Wheat, Gluten",[],2/16/2023,326,6 EACH,22.3g,16.6g,3.1g,1.2g,0g,0g,41.5mg,0g,616.3mg,16.6g,23.7mg,0.9mg,0mcg,mg
Hoisin Teriyaki Noodles,Gelfenbien,Lunch,"Wheat, Soybeans, Sesame","['Vegetarian', 'Vegan']",2/16/2023,441,6 OZ,7.4g,77.8g,0.7g,1.6g,0g,19.9g,0mg,18.2g,1189.1mg,14.8g,46.4mg,2.2mg,0mcg,271.8mg
Gnocchi Sausage Soup,Gelfenbien,Lunch,"Milk, Eggs, Wheat",[],2/16/2023,142,6 OZL,3.5g,20.4g,1.2g,2.5g,0g,2.9g,17.3mg,0.2g,631.5mg,5.7g,55.3mg,0.7mg,0mcg,52.7mg
Gluten Free Chickpea Rotini with Edamame,Gelfenbien,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,249,6 OZ,10.8g,29.4g,1.1g,6.8g,0g,6.7g,0mg,0g,253.3mg,13.6g,45.9mg,4.5mg,0mcg,235.6mg
Caramelized Onion Beef Burger,Gelfenbien,Lunch,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2/16/2023,585,1 EACH,29.8g,42.7g,11.3g,1g,0.7g,12g,128.5mg,0.5g,706.8mg,36.1g,206.7mg,4.4mg,0mcg,379.2mg
Grilled Havana Chicken w/ Avocado Salsa,Gelfenbien,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/16/2023,114,1 EACH,4.6g,1.4g,0.9g,0.6g,0g,0.3g,48.3mg,0g,315.5mg,17.5g,6.9mg,0.5mg,0mcg,85.1mg
BBQ Kansas City Pork Spare Ribs,Gelfenbien,Dinner,,['Gluten Friendly'],2/16/2023,236,4 OZ,16.9g,10.7g,6.6g,0.6g,0g,8.3g,38.6mg,1.8g,308.4mg,11g,22.9mg,1mg,0mcg,29.5mg
Cheese Ravioli with Sauce,Gelfenbien,Dinner,"Milk, Eggs, Wheat",['Vegetarian'],2/16/2023,367,8 EACH,12.1g,49g,4.8g,1.8g,g,11g,69.2mg,0g,841mg,14.6g,195.3mg,4.2mg,0mcg,mg
Fried Tempeh,Gelfenbien,Dinner,"Soybeans, Gluten","['Gluten Friendly', 'Vegan', 'Vegetarian']",2/16/2023,200,3 OZ,11.8g,9.7g,1.5g,0g,0g,0g,0mg,0g,387.7mg,15.6g,75.8mg,1.8mg,mcg,272.2mg
Baked Sweet Potato,Gelfenbien,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,132,1 HALF,1.8g,27.1g,0.1g,4g,0g,5.6g,0mg,0g,74.1mg,2.1g,40.4mg,0.8mg,0mcg,453.8mg
Wood Grilled Cheese Pizza,Gelfenbien,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/16/2023,128,1/16 PIE,4.7g,14.9g,2.3g,0.4g,0g,1.3g,11.4mg,0g,204.8mg,6.7g,130.7mg,0.3mg,0mcg,mg
Garlic Bread,Gelfenbien,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,121,1 SLICE,5.3g,14.9g,3.1g,0.4g,0g,0.1g,12.7mg,0g,169.6mg,2.9g,4.1mg,1mg,0mcg,31.9mg
Halal Beef Lasagna,Gelfenbien,Dinner,"Milk, Eggs, Wheat",[],2/16/2023,567,1/28 PAN,29.4g,46.7g,14g,3.4g,0g,17.1g,117mg,0g,1216.1mg,32.7g,783.3mg,2.2mg,0mcg,3.9mg
Cinnamon Roll Cheesecake,Gelfenbien,Dinner,"Milk, Eggs, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,246,1/20 CAKE,16.5g,23.7g,10.8g,0.1g,0g,20.2g,75mg,18.8g,141.5mg,3.8g,98.9mg,0.3mg,0.1mcg,12.1mg
Turkey Sausage Egg & Chese on Bagel,Gelfenbien,Breakfast,"Milk, Eggs, Wheat, Soybeans",[],2023-02-17,517,1 EACH,18.5g,62g,5.8g,2g,0g,6.6g,169.7mg,6.1g,1220.7mg,24.6g,210.8mg,5.8mg,1.1mcg,269.2mg
Assorted Donuts,Gelfenbien,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-17,432,1 EACH,24.2g,49.4g,10.6g,0.1g,0g,18g,10mg,0g,488.9mg,6.6g,8.7mg,2.1mg,0mcg,mg
Moroccan Chicken Burgers,Gelfenbien,Lunch,"Milk, Coconut","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-17,140,1 EACH,4.8g,11.9g,2.1g,0.2g,0g,7.5g,53.3mg,0g,236mg,13.3g,32mg,1.2mg,0mcg,193.7mg
Blazin Red Fish,Gelfenbien,Lunch,"Milk, Fish, Wheat, Soybeans, Gluten",[],2023-02-17,323,5 OZ,17.8g,26.6g,1.6g,2.5g,0g,3.8g,44.3mg,0g,1303.6mg,15.2g,50.6mg,1.4mg,mcg,mg
Roast Beef Panini w/ Roasted Garlic Aioli,Gelfenbien,Lunch,"Milk, Wheat, Soybeans, Sesame",[],2023-02-17,319,1/4 EACH,19.4g,23.1g,6.1g,0.1g,0g,3.1g,30.4mg,0.3g,538.3mg,14.4g,262.4mg,1.1mg,0mcg,14.4mg
Jalapeno Poppers,Gelfenbien,Lunch,"Milk, Wheat, Gluten",['Vegetarian'],2023-02-17,273,3 EACH,18.1g,22.5g,5.9g,1.5g,0g,1.5g,15mg,0g,630mg,4.5g,30mg,1.1mg,mcg,mg
Mujaddara,Gelfenbien,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,208,4 OZ,6.4g,30.5g,1.2g,4.1g,0g,1g,0mg,0g,387.8mg,5.3g,11.5mg,1.1mg,0mcg,25.6mg
Potato Bacon Cheese Melt,Gelfenbien,Lunch,Milk,"['Gluten Friendly', 'Less Sodium']",2023-02-17,158,4 OZ,6.6g,18.2g,3.7g,2.1g,0g,2.1g,29.5mg,0g,302mg,9.1g,91.1mg,0.8mg,0mcg,560.2mg
Sesame Snow Peas,Gelfenbien,Lunch,Sesame,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,58,3 OZ,2.7g,6.2g,0.3g,2.3g,0g,3.5g,0mg,0g,52.9mg,2.5g,32mg,1.5mg,0mcg,205.9mg
Chicken Barley Soup,Gelfenbien,Lunch,"Soybeans, Gluten",[],2023-02-17,57,8 OZL,1.3g,10.1g,0g,2.1g,0g,1.1g,3.3mg,0.1g,604.8mg,2.4g,22.8mg,0.4mg,0mcg,129.6mg
Mixed Vegetables,Gelfenbien,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,62,3 OZ,0g,12.3g,0g,3.1g,0g,4.1g,0mg,0g,87.2mg,3.1g,20.5mg,0.7mg,0mcg,mg
Pub Fries,Gelfenbien,Lunch,"Soybeans, Gluten",[],2023-02-17,206,4 OZ,14.7g,20g,0.8g,1g,0g,1g,0mg,0g,410.2mg,1g,10mg,0.3mg,0mcg,250.1mg
Sloppy Joes w/ Bun,Gelfenbien,Lunch,"Wheat, Soybeans",[],2023-02-17,488,4 oz,23.7g,42g,7.9g,1g,1.1g,15g,80.5mg,0g,1188.6mg,23.3g,60.4mg,2.2mg,0mcg,305mg
Raspberry Coconut Magic Bars,Gelfenbien,Lunch,"Milk, Wheat, Soybeans, Coconut","['Less Sodium', 'Vegetarian']",2023-02-17,271,1/35 HFPAN,9g,44.8g,7.1g,1.5g,0g,34.7g,5.8mg,14.8g,128.7mg,2.7g,61.3mg,0.4mg,0mcg,88.6mg
Harissa Spice Grilled Chicken,Gelfenbien,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-17,90,1 EACH,2.6g,0g,0.6g,0g,0g,0g,48.3mg,0g,166.9mg,17.2g,0.1mg,0.4mg,0mcg,0.3mg
"Linguini  with White Beans, Garlic & Herbs",Gelfenbien,Dinner,Wheat,"['Vegetarian', 'Vegan']",2023-02-17,191,4 OZ,5.3g,28.9g,0.6g,2.3g,0g,1.3g,0mg,0g,578.3mg,5.5g,19.6mg,1.7mg,0mcg,85.8mg
Grilled Meatloaf Melt,Gelfenbien,Dinner,"Milk, Eggs, Fish, Wheat, Soybeans",[],2023-02-17,402,1 HALF,24.4g,28.8g,13.4g,0.2g,0.4g,6.6g,87.9mg,1g,974.2mg,17.2g,171.1mg,2.3mg,0.2mcg,111.2mg
Biscuits N' Honey,Gelfenbien,Dinner,"Milk, Wheat",['Vegetarian'],2023-02-17,301,1 EACH,13.7g,39.1g,8.4g,1g,0g,6g,10.1mg,2g,810.4mg,6g,20mg,1.8mg,0mcg,1.2mg
Steamed Broccoli,Gelfenbien,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,24,3 OZ,0.3g,4.3g,0g,2g,0g,1.3g,0mg,0g,23mg,2.5g,40.8mg,0.7mg,0mcg,276.4mg
Country Gravy,Gelfenbien,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-02-17,51,2 OZL,3.2g,4g,1g,0g,0g,0.5g,0mg,0g,209.9mg,0.6g,3.2mg,0.2mg,0mcg,7.1mg
Assorted Cupcakes,Gelfenbien,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-17,298,1 EA,13.7g,40.7g,7.2g,0.6g,0.1g,26.8g,10.3mg,11.9g,322mg,2.3g,17.1mg,1.3mg,0mcg,64.4mg
Lemon Blueberry Bread,Gelfenbien,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-20,265,1/16 loaf,10.2g,40.7g,4.4g,1.2g,0g,22.9g,39.9mg,1.7g,215.4mg,3g,17.5mg,1.2mg,0mcg,50.6mg
Plant-based Steak Fajita,Gelfenbien,Lunch,"Wheat, Soybeans","['Smart Check', 'Vegetarian', 'Vegan']",2023-02-20,223,4 OZ,6.2g,22.1g,1g,2.2g,0g,2.9g,0mg,1g,581mg,19.5g,100mg,3.4mg,0mcg,150.5mg
Chicken Fajitas,Gelfenbien,Lunch,"Wheat, Soybeans",[],2023-02-20,294,4 OZ,7.3g,34g,2g,0.9g,0g,4.2g,46.3mg,2g,771.3mg,21.5g,140.3mg,2.7mg,0mcg,156.8mg
Gluten Free Chicken Broccoli Alfredo,Gelfenbien,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium']",2023-02-20,322,6 OZ,12.6g,36.7g,6.3g,2g,0g,2.8g,52.1mg,0g,294.2mg,13.5g,1115.3mg,0.3mg,0mcg,105.4mg
Grilled Buffalo Chicken Burger,Gelfenbien,Lunch,"Milk, Eggs, Wheat, Soybeans",[],2023-02-20,291,1 EACH,14.6g,12.4g,6.2g,1g,0g,0.6g,152.8mg,0g,807.5mg,28.2g,219.5mg,1.3mg,0.3mcg,56.7mg
Meaty Penne,Gelfenbien,Lunch,"Milk, Wheat",[],2023-02-20,326,6 OZ,19.2g,19.5g,8.8g,1.7g,0.9g,7.1g,53.9mg,0g,662.7mg,17.7g,279mg,2mg,0mcg,0mg
Cream of Broccoli Soup,Gelfenbien,Lunch,"Milk, Wheat",['Vegetarian'],2023-02-20,158,6 OZL,8.3g,12.8g,5.2g,0.6g,0g,6.7g,26.6mg,0g,504.2mg,6.4g,236.9mg,0.4mg,2.7mcg,8mg
Yellow Rice w/ Pinto Beans,Gelfenbien,Lunch,,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-02-20,216,6 OZ,0g,46.9g,0g,1.4g,0g,0.8g,0mg,0g,524.9mg,6.1g,54mg,2.8mg,0mcg,230.8mg
Protein Packed Pepper Stir Fry,Gelfenbien,Dinner,"Wheat, Soybeans","['Smart Check', 'Vegetarian', 'Vegan']",2023-02-20,173,6 OZ,3.6g,9.8g,0.2g,2.8g,0g,2.1g,0mg,0g,647.9mg,25.8g,57.9mg,3.5mg,0mcg,157.4mg
Chicken Parmesan,Gelfenbien,Dinner,"Milk, Wheat",[],2023-02-20,337,1 EACH,18.9g,20.9g,4.1g,2g,0g,5.5g,56.4mg,0g,957.9mg,23.1g,141.8mg,1.5mg,0mcg,mg
"Linguini with Spinach, Mushrooms, and Garlic",Gelfenbien,Dinner,Wheat,"['Vegetarian', 'Vegan']",2023-02-20,159,4 OZ,3.9g,25.2g,0.5g,1.9g,0g,1.4g,0mg,0g,538.7mg,5g,32.6mg,2mg,0mcg,167.8mg
"Meatless ""Meat"" Balls",Gelfenbien,Dinner,"Wheat, Soybeans","['Vegetarian', 'Vegan']",2023-02-20,193,3 EACH,8.5g,14g,0.5g,3.8g,0g,5.5g,0mg,0g,578.3mg,15.2g,84.7mg,2.6mg,0mcg,351.8mg
Roasted Brussel Sprouts w/ Sesame Honey Vinaigrette,Gelfenbien,Dinner,Sesame,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-20,117,3 OZ,8.4g,9.7g,1.2g,3.3g,0g,3.7g,0mg,1.5g,499.5mg,3g,37.1mg,1.3mg,0mcg,336.2mg
Sicilian Broccoli,Gelfenbien,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-20,40,3 OZ,1.5g,4.3g,0.8g,1.9g,0g,1.2g,4mg,0g,207.2mg,4g,78.9mg,0.7mg,0mcg,264.1mg
